registroSesionId,asignacionId,alumnoId,semanaIdx,sesionIdx,ordenEjecucion,tipo,code,nombre,duracionObjetivoSeg,duracionRealSeg,estado,iniciosPausa,inicioISO,finISO,id,created_date,updated_date,created_by_id,created_by,is_sample
"691694913ed8843c02bc9cb3","69169490c69f034bf66bc0be","691432b999585b6c94028617","0","1","1","TM","TM-SEED-001","Técnica Mantenimiento","360","341","completado","1","2025-11-04T10:55:22.000Z","2025-11-04T11:01:03.000Z","69169492d8bb605f21116b09","2025-11-14T02:31:46.183000","2025-11-14T02:31:46.183000","6913f837bb2b72a49b9d25d2","carlescamarasa@gmail.com","false"
"691694913ed8843c02bc9cb3","69169490c69f034bf66bc0be","691432b999585b6c94028617","0","1","2","TC","TC-SEED-001","Técnica Central","480","487","completado","1","2025-11-04T11:01:03.000Z","2025-11-04T11:09:10.000Z","691694921257871788e613be","2025-11-14T02:31:46.463000","2025-11-14T02:31:46.463000","6913f837bb2b72a49b9d25d2","carlescamarasa@gmail.com","false"
"69169492550bcb86d8beb707","69169490c69f034bf66bc0be","691432b999585b6c94028617","0","2","0","FM","FM-SEED-001","Fragmento Musical","600","600","completado","0","2025-11-05T15:12:00.000Z","2025-11-05T15:22:00.000Z","691694932c0a98ec57c5f898","2025-11-14T02:31:47.062000","2025-11-14T02:31:47.062000","6913f837bb2b72a49b9d25d2","carlescamarasa@gmail.com","false"
"69169492550bcb86d8beb707","69169490c69f034bf66bc0be","691432b999585b6c94028617","0","2","1","TC","TC-SEED-001","Técnica Central","480","478","completado","1","2025-11-05T15:22:00.000Z","2025-11-05T15:29:58.000Z","691694936c5f01312dc7037f","2025-11-14T02:31:47.313000","2025-11-14T02:31:47.313000","6913f837bb2b72a49b9d25d2","carlescamarasa@gmail.com","false"
"69169492550bcb86d8beb707","69169490c69f034bf66bc0be","691432b999585b6c94028617","0","2","2","CA","CA-SEED-001","Calentamiento A","300","329","completado","0","2025-11-05T15:29:58.000Z","2025-11-05T15:35:27.000Z","69169493e7317ab9b19c8296","2025-11-14T02:31:47.528000","2025-11-14T02:31:47.528000","6913f837bb2b72a49b9d25d2","carlescamarasa@gmail.com","false"
"69169492550bcb86d8beb707","69169490c69f034bf66bc0be","691432b999585b6c94028617","0","2","3","TM","TM-SEED-001","Técnica Mantenimiento","360","339","completado","0","2025-11-05T15:35:27.000Z","2025-11-05T15:41:06.000Z","691694935bef3f8bef4a638a","2025-11-14T02:31:47.750000","2025-11-14T02:31:47.750000","6913f837bb2b72a49b9d25d2","carlescamarasa@gmail.com","false"
"69169494eb7c3b9a186dbe92","69169490c69f034bf66bc0be","691432b999585b6c94028617","0","3","0","TC","TC-SEED-001","Técnica Central","480","466","completado","0","2025-11-08T16:28:00.000Z","2025-11-08T16:35:46.000Z","69169494348fef1dd2f25dee","2025-11-14T02:31:48.339000","2025-11-14T02:31:48.339000","6913f837bb2b72a49b9d25d2","carlescamarasa@gmail.com","false"
"69169494eb7c3b9a186dbe92","69169490c69f034bf66bc0be","691432b999585b6c94028617","0","3","1","FM","FM-SEED-001","Fragmento Musical","600","585","completado","0","2025-11-08T16:35:46.000Z","2025-11-08T16:45:31.000Z","691694946e79c88976622660","2025-11-14T02:31:48.588000","2025-11-14T02:31:48.588000","6913f837bb2b72a49b9d25d2","carlescamarasa@gmail.com","false"
"6916949471dabc67911cc6af","69169490c69f034bf66bc0be","691432b999585b6c94028617","0","4","0","CB","CB-SEED-001","Calentamiento B","360","345","completado","0","2025-11-09T14:15:00.000Z","2025-11-09T14:20:45.000Z","691694952aa670ec5428b717","2025-11-14T02:31:49.131000","2025-11-14T02:31:49.131000","6913f837bb2b72a49b9d25d2","carlescamarasa@gmail.com","false"
"6916949471dabc67911cc6af","69169490c69f034bf66bc0be","691432b999585b6c94028617","0","4","1","TC","TC-SEED-001","Técnica Central","480","491","completado","1","2025-11-09T14:20:45.000Z","2025-11-09T14:28:56.000Z","69169495e40dd5c7e0286340","2025-11-14T02:31:49.366000","2025-11-14T02:31:49.366000","6913f837bb2b72a49b9d25d2","carlescamarasa@gmail.com","false"
"691694968f2f0e05eeaeba0c","691694966b075a04fb540e13","691432b999585b6c94028617","0","0","0","TM","TM-SEED-001","Técnica Mantenimiento","360","378","completado","1","2025-11-10T18:13:00.000Z","2025-11-10T18:19:18.000Z","69169496835fcba2c147da23","2025-11-14T02:31:50.579000","2025-11-14T02:31:50.579000","6913f837bb2b72a49b9d25d2","carlescamarasa@gmail.com","false"
"691694968f2f0e05eeaeba0c","691694966b075a04fb540e13","691432b999585b6c94028617","0","0","1","TC","TC-SEED-001","Técnica Central","480","0","omitido","1","2025-11-10T18:19:18.000Z","2025-11-10T18:19:18.000Z","69169496f4c3303759caeebb","2025-11-14T02:31:50.829000","2025-11-14T02:31:50.829000","6913f837bb2b72a49b9d25d2","carlescamarasa@gmail.com","false"
"691694968f2f0e05eeaeba0c","691694966b075a04fb540e13","691432b999585b6c94028617","0","0","2","FM","FM-SEED-001","Fragmento Musical","600","607","completado","0","2025-11-10T18:19:18.000Z","2025-11-10T18:29:25.000Z","69169497b39ae82db5959ffb","2025-11-14T02:31:51.057000","2025-11-14T02:31:51.057000","6913f837bb2b72a49b9d25d2","carlescamarasa@gmail.com","false"
"691694968f2f0e05eeaeba0c","691694966b075a04fb540e13","691432b999585b6c94028617","0","0","3","CB","CB-SEED-001","Calentamiento B","360","360","completado","0","2025-11-10T18:29:25.000Z","2025-11-10T18:35:25.000Z","6916949744128b10cb845fe4","2025-11-14T02:31:51.292000","2025-11-14T02:31:51.292000","6913f837bb2b72a49b9d25d2","carlescamarasa@gmail.com","false"
"69169497835fcba2c147da25","691694966b075a04fb540e13","691432b999585b6c94028617","0","1","0","CA","CA-SEED-001","Calentamiento A","300","329","completado","0","2025-11-11T07:49:00.000Z","2025-11-11T07:54:29.000Z","691694977859763f31eb74e5","2025-11-14T02:31:51.799000","2025-11-14T02:31:51.799000","6913f837bb2b72a49b9d25d2","carlescamarasa@gmail.com","false"
"69169497835fcba2c147da25","691694966b075a04fb540e13","691432b999585b6c94028617","0","1","1","TC","TC-SEED-001","Técnica Central","480","490","completado","0","2025-11-11T07:54:29.000Z","2025-11-11T08:02:39.000Z","69169498622edbe2f5ebd759","2025-11-14T02:31:52.017000","2025-11-14T02:31:52.017000","6913f837bb2b72a49b9d25d2","carlescamarasa@gmail.com","false"
"69169497835fcba2c147da25","691694966b075a04fb540e13","691432b999585b6c94028617","0","1","2","TM","TM-SEED-001","Técnica Mantenimiento","360","347","completado","0","2025-11-11T08:02:39.000Z","2025-11-11T08:08:26.000Z","69169498589b5ee341cbaa8c","2025-11-14T02:31:52.240000","2025-11-14T02:31:52.240000","6913f837bb2b72a49b9d25d2","carlescamarasa@gmail.com","false"
"69169497835fcba2c147da25","691694966b075a04fb540e13","691432b999585b6c94028617","0","1","3","FM","FM-SEED-001","Fragmento Musical","600","623","completado","1","2025-11-11T08:08:26.000Z","2025-11-11T08:18:49.000Z","69169498d35dde334d65c347","2025-11-14T02:31:52.472000","2025-11-14T02:31:52.472000","6913f837bb2b72a49b9d25d2","carlescamarasa@gmail.com","false"
"691694985bef3f8bef4a638e","691694966b075a04fb540e13","691432b999585b6c94028617","0","2","0","CA","CA-SEED-001","Calentamiento A","300","314","completado","1","2025-11-13T10:48:00.000Z","2025-11-13T10:53:14.000Z","6916949834645290a0fa47a2","2025-11-14T02:31:52.969000","2025-11-14T02:31:52.969000","6913f837bb2b72a49b9d25d2","carlescamarasa@gmail.com","false"
"691694985bef3f8bef4a638e","691694966b075a04fb540e13","691432b999585b6c94028617","0","2","1","TC","TC-SEED-001","Técnica Central","480","463","completado","0","2025-11-13T10:53:14.000Z","2025-11-13T11:00:57.000Z","6916949952012918c46ca680","2025-11-14T02:31:53.228000","2025-11-14T02:31:53.228000","6913f837bb2b72a49b9d25d2","carlescamarasa@gmail.com","false"
"691694985bef3f8bef4a638e","691694966b075a04fb540e13","691432b999585b6c94028617","0","2","2","TM","TM-SEED-001","Técnica Mantenimiento","360","343","completado","0","2025-11-13T11:00:57.000Z","2025-11-13T11:06:40.000Z","69169499ef64486af2e2a262","2025-11-14T02:31:53.476000","2025-11-14T02:31:53.476000","6913f837bb2b72a49b9d25d2","carlescamarasa@gmail.com","false"
"691694985bef3f8bef4a638e","691694966b075a04fb540e13","691432b999585b6c94028617","0","2","3","FM","FM-SEED-001","Fragmento Musical","600","600","completado","1","2025-11-13T11:06:40.000Z","2025-11-13T11:16:40.000Z","69169499ef64486af2e2a263","2025-11-14T02:31:53.724000","2025-11-14T02:31:53.724000","6913f837bb2b72a49b9d25d2","carlescamarasa@gmail.com","false"
